numeric_id,name
8001512,Dornstetten
8001514,Dortelweil
8001515,Dortmund-Scharnhorst
8001516,Dortmund-Lütgendortmund
8001517,Dortmund Knappschaftskrankenhaus
8001518,Dortmund Möllerbrücke
8001519,Dortmund-Nette/Oestrich
8001520,Dortmund Stadthaus
8001521,Dortmund Tierpark
8001522,Dortmund Signal Iduna Park
8001523,Dortmund-Aplerbeck
8001524,Dortmund-Aplerbeck Süd
8001525,Dortmund-Westerfilde
8001526,Dortmund-Asseln Mitte
8001527,Dortmund-Barop
8001528,Dortmund-Bövinghausen
8001529,Dortmund-Brackel
8001530,Dortmund-Derne
8001531,Dortmund-Wischlingen
8001532,Dortmund-Huckarde Nord
8001533,Dortmund-Kirchderne
8001534,Dortmund-Kirchhörde
8001535,Dortmund-Körne
8001536,Dortmund-Kruckel
8001537,Dortmund-Kurl
8001538,Dortmund-Löttringhausen
8001539,Dortmund-Lütgendortmund Nord
8001540,Dortmund-Germania
8001541,Dortmund-Marten
8001542,Dortmund-Marten Süd
8001543,Dortmund-Mengede
8001544,Dortmund-Rahm
8001545,Dortmund-Sölde
8001546,Dortmund-Wickede
8001547,Dorum(Weserm)
8001548,Dottenheim
8001549,Dortmund-Somborn
8001554,Dreieich-Dreieichenhain
8001558,Drensteinfurt
8001561,Dreye
8001566,Duckterath
8001567,Rodgau-Dudenhofen
8001570,Dudweiler
8001571,Dülken
8001576,Dürrenbüchig
8001578,Dürrnhaar
8001579,Düsseldorf Friedrichstadt
8001580,Düsseldorf Flughafen Terminal
8001581,Düsseldorf Volksgarten
8001582,Düsseldorf Wehrhahn
8001583,Düsseldorf-Zoo
8001584,Düsseldorf-Benrath
8001585,Düsseldorf-Bilk
8001586,Düsseldorf-Derendorf
8001587,Düsseldorf-Eller
8001588,Düsseldorf-Eller Süd
8001589,Düsseldorf-Garath
8001590,Düsseldorf-Gerresheim
8001591,Düsseldorf-Oberbilk
8001592,Düsseldorf-Rath
8001593,Düsseldorf-Rath Mitte
8001594,Düsseldorf-Reisholz
8001595,Düsseldorf-Unterrath
8001596,Duisburg-Schlenk
8001597,Düsseldorf-Hamm
8001598,Düsseldorf-Flingern
8001599,Duisburg-Bissingheim
8001600,Duisburg-Buchholz
8001602,Duisburg-Großenbaum
8001603,Düsseldorf Völklinger Str.
8001605,Duisburg-Hochfeld Süd
8001607,Duisburg-Meiderich Ost
8001608,Duisburg-Obermeiderich
8001609,Duisburg-Rahm
8001611,Duisburg-Ruhrort
8001612,Duisburg-Wedau
8001614,Durach
8001616,Durmersheim
8001617,Dußlingen
8001618,Dutenhofen(Wetzlar)
8001619,Ebelsbach-Eltmann
8001620,Ebenhausen(Unterfr)
8001621,Ebenhausen-Schäftlarn
8001622,Ebenhofen
8001623,Ebensfeld
8001627,Ebermannstadt
8001628,Ebermergen
8001629,Ebern
8001632,Ebersbach(Fils)
8001634,Ebersberg(Oberbay)
8001636,Ebersdorf(b Coburg)
8001638,Ebertsheim
8001640,Ebing
8001643,Ebringen
8001645,Ebstorf(Uelzen)
8001646,Echem
8001647,Eching
8001648,Echzell
8001650,Echterdingen
8001651,Eckartshausen-Ilshofen
8001654,Eckernförde
8001655,Eckersmühlen
8001659,Eddersheim
8001660,Edelfingen
8001663,Edenkoben
8001665,Edesheim(Pfalz)
8001666,Ediger-Eller
8001668,Edingen(Wetzlar)
8001669,Edling
8001670,Effolderbach
8001671,Efringen-Kirchen
8001672,Egelsbach
8001674,Egersdorf
8001675,Egestorf(Deister)
8001676,Eggenfelden Mitte
8001677,Eggenfelden
8001678,Egglkofen
8001679,Eggmühl
8001680,Eggolsheim
8001682,Eglharting
8001683,Egling
8001684,Ehingen(Donau)
8001686,Ehlenbruch
8001687,Ehlershausen
8001688,Ehrang Ort
8001689,Ehningen(b Böblingen)
8001690,Ehr
8001691,Ehringen
8001692,Ehringhausen(Kr Lippstadt)
8001693,Ehringshausen(Oberhess)
8001694,Ehringshausen(Kr Wetzlar)
8001700,Eichen(Kr Siegen)
8001701,Nidderau-Eichen
8001702,Eichenau(Oberbay)
8001704,Eichenzell
8001706,Eichhagen
8001707,Eicholzheim
8001708,Eichstätt Bahnhof
8001709,Eichstätt Stadt
8001712,Eilendorf
8001713,Eilvese
8001715,Eimeldingen
8001718,Einfeld
8001720,Einsiedlerhof
8001725,Eisenärzt
8001727,Eisenbach-Matzenbach
8001728,Eisenberg(Pfalz)
8001729,Eiserfeld(Sieg)
8001731,Eislingen(Fils)
8001732,Eiswoog
8001734,Eitensheim
8001736,Eitorf
8001739,Hamburg Elbgaustr.
8001741,Völksen/Eldagsen
8001742,Elfershausen-Trimberg
8001745,Mönchengladbach-Lürrip
8001746,Ellental
8001747,Ellhofen
8001749,Ellingen(Bay)
8001751,Ellwangen
8001752,Ellzee
8001754,Elpersheim
8001760,Elsfleth
8001762,Eltersdorf
8001763,Eltville
8001764,Elz(Limburg/Lahn)
8001765,Elz(Limburg/Lahn) Süd
8001766,Elzach
8001767,Emden Außenhafen
8001768,Emden Hbf
8001770,Emmelshausen
8001771,Emmendingen
8001773,Emmerich
8001774,Emmerich(Gr)
8001775,Emmerke
8001777,Emmerthal
8001780,Empel-Rees
8001781,Empelde
8001782,Emsdetten
8001783,Emskirchen
8001785,Endersbach
8001787,Bad Endorf
8001789,Engelskirchen
8001790,Engen
8001792,Engertsham
8001794,Engstlatt
8001795,Ennepetal
8001799,Ensdorf(Saar)
8001801,Enspel
8001802,Entringen
8001803,Enzberg
8001806,Enzisweiler
8001808,Epe(Westf)
8001811,Erbach(Odenw) Nord
8001812,Eppelborn
8001813,Eppelsheim(Rheinhess)
8001814,Eppertshausen
8001815,Eppstein
8001816,Eppstein-Bremthal
8001817,Erbach(Odenw)
8001818,Erbach(Rheingau)
8001819,Nistertal-Bad Marienberg
8001820,Erbach(Württ)
8001825,Erding
8001826,Gießen Erdkauter Weg
8001827,Erdmannhausen-Rielingshausen
8001828,Bitburg-Erdorf
8001829,Erdweg
8001833,Ergenzingen
8001835,Ergoldsbach
8001836,Ergste
8001838,Eriskirch
8001839,Erkelenz
8001840,Erkersreuth
8001841,Erkrath
8001842,Erkrath-Nord
8001844,Erlangen
8001845,Erlangen-Bruck
8001848,Erlenbach(Main)
8001851,Erndtebrück
8001853,Ernsgaden
8001854,Ernsthausen
8001858,Erpel(Rhein)
8001860,Erpolzheim
8001861,Ersingen
8001864,Erzhausen
8001865,Erzingen(Baden)
8001867,Ibbenbüren-Esch
8001870,Eschborn
8001871,Eschborn Süd
8001872,Eschede
8001874,Eschenau(b Heilbronn)
8001875,Eschenau(Mittelfr)
8001877,Eschenbach(b Markt Erlbach)
8001880,Eschenlohe
8001883,Eschhofen
8001884,Eschwege
8001886,Eschweiler Hbf
8001887,Eschweiler-West
8001888,Eschweiler Talbahnhof
8001889,Eschweiler-Nothberg
8001890,Esens(Ostfriesl)
8001893,Eschweiler-Weisweiler
8001894,Espelkamp
8001895,Eschwege-Niederhone
8001896,Essen Stadtwald
8001897,Essen Süd
8001898,Essen West
8001899,Essen(Oldb)
8001900,Essen-Altenessen
8001901,Essen-Bergeborbeck
8001902,Essen-Borbeck
8001903,Essen-Dellwig
8001904,Essen-Dellwig Ost
8001905,Essen-Eiberg
8001906,Essen-Frohnhausen
8001907,Essen-Gerschede
8001908,Essen-Hügel
8001909,Essen-Zollverein Nord
8001910,Essen-Kray Nord
8001911,Essen-Kray Süd
8001912,Essen-Kupferdreh
8001913,Essen-Steele Ost
8001914,Essen-Überruhr
8001915,Essen-Werden
8001919,Eßleben
8001920,Esslingen(Neckar)
8001921,Esslingen-Mettingen
8001922,Vierkirchen-Esterhofen
8001924,Etelsen
8001925,Etterzhausen
8001926,Ettlingen West
8001928,Etzbach
8001929,Etzelwang
8001932,Etzenricht
8001933,Eubigheim
8001935,Euerdorf
8001941,Eutin
8001942,Eutingen(Baden)
8001943,Gevelsberg-Knapp
8001946,Eyach
8001949,Eystrup
8001950,Fachingen(Lahn)
8001953,Fahrenkrug
8001954,Fahrnau
8001957,Fallersleben
8001958,Bad Fallingbostel
8001961,Farchant
8001963,Fasanenpark
8001964,Faulbach(Main)
8001965,Faurndau
8001967,Favoritepark
8001969,Feilitzsch
8001970,Feldafing
8001971,Feldberg-Bärental
8001972,Feldhausen
8001973,Feldkirchen(b München)
8001974,Fellbach
8001976,Ferndorf(Siegen)
8001977,Felde
8001978,Feucht
8001980,Feudingen
8001982,Fichtenberg
8001983,Filsen
8001984,Filderstadt
8001985,Finningerstraße
8001988,Feucht Ost
8001989,Fischbach(Nürnberg)
8001990,Fischbach-Camphausen
8001991,Fischbach-Weierbach
8001992,Fischbachau
8001995,Fischen
8001996,Esting
8001998,Fischhausen-Neuhaus
8002001,Fladungen
8002004,Boppard-Fleckertshöhe
8002005,Flehingen
8002007,Flensburg(Gr)
8002010,Flieden
8002011,Flintbek
8002012,Flintsbach
8002013,Flörsheim(Main)
8002014,Flomersheim
8002018,Föhren
8002019,Förbau
8002020,Förtschendorf
8002021,Forbach(fr)
8002022,Forbach(Schwarzw)
8002023,Forchheim(b Karlsruhe)
8002024,Forchheim(Oberfr)
8002026,Fornsbach
8002027,Forsthaus
8002028,Forsting
8002029,Forth
8002030,Friedrichshafen Ost
8002034,Frankfurt(M)Mühlberg
8002036,Frankenstein(Pfalz)
8002038,Frankfurt(M)Lokalbahnhof
8002039,Frankfurt(Main)Ost
8002040,Frankfurt am Main - Stadion
8002041,Frankfurt(Main)Süd
8002042,Frankfurt(Main)West
8002043,Frankfurt-Berkersheim
8002044,Frankfurt-Frankfurter Berg
8002045,Frankfurt-Eschersheim
8002046,Frankfurt-Griesheim
8002047,Frankfurt-Louisa
8002048,Frankfurt-Mainkur
8002049,Frankfurt-Nied
8002050,Frankfurt-Niederrad
8002051,Frankfurt-Höchst Farbwerke
8002052,Frankfurt-Rödelheim
8002053,Frankfurt-Sindlingen
8002054,Frankfurt-Sossenheim
8002055,Frankfurt-Zeilsheim
8002056,Ludwigshafen(Rhein) BASF Süd
8002057,Frauenau
8002058,Frankfurt(M)Ostendstraße
8002059,Frankfurt(M)Stresemannallee
8002063,Freden(Leine)
8002065,Freiberg(Neckar)
8002066,Freiburg West
8002067,Freiburg-Herdern
8002068,Freiburg-Littenweiler
8002069,Freiburg-St Georgen
8002070,Freiburg-Wiehre
8002071,Freiburg-Zähringen
8002073,Freienohl
8002074,Freihalden
8002075,Freihöls
8002076,Freihung
8002077,Freiburg Klinikum
8002078,Freising
8002080,Frellstedt
8002083,Fremersdorf
8002086,Fresenburg
8002087,Freudenstadt Industriegebiet
8002089,Freudenberg-Kirschfurt
8002090,Freudenstadt Schulzentrum
8002091,Freudenstadt Stadt
8002092,Freusburg Siedlung
8002094,Freyung Bf
8002095,Frickhofen
8002096,Fridingen(b Tuttlingen)
8002097,Fridolfing
8002099,Friedberg(Augsburg)
8002100,Friedelhausen
8002101,Friedensdorf(Lahn)
8002102,Friedland(Han)
8002103,Ludwigsau-Friedlos
8002104,Friedrich Wilhelmshütte
8002105,Friedberg Süd
8002106,Hamburg Friedrichsberg
8002108,Friedrichsdorf(Taunus)
8002109,Friedrichsfeld(Niederrhein)
8002110,Friedrichshafen Hafen
8002111,Friedrichshafen-Fischbach
8002113,Friedrichsruh
8002114,Friedrichssegen
8002115,Friedrichstadt
8002116,Friedrichstal(Baden)
8002117,Friedrichsthal(Saar)
8002118,Friedrichsthal(b Bayreuth)
8002120,Friedrichshafen Flughafen
8002122,Friedrichshafen Landratsamt
8002123,Friesenheim(Baden)
8002126,Friedrichstal b Freudenstadt
8002127,Frimmersdorf
8002129,Fritzlar
8002130,Frömern
8002132,Friedrichsthal(Saar) Mitte
8002133,Frommern
8002134,Fronhausen(Lahn)
8002137,Fürfurt
8002141,Fürstenfeldbruck
8002145,Fürstenwald
8002146,Fürstenzell
8002149,Fürth Westvorstadt
8002150,Fürth(Odenw)
8002152,Fürth-Burgfarrnbach
8002153,Fürth-Dambach
8002154,Fürth-Unterfarrnbach
8002155,Fürth-Unterfürberg
8002156,Füssen
8002159,Furth i Wald
8002161,Furth(b Deisenhofen)
8002162,Gablingen
8002165,Gärtringen
8002166,Gäufelden
8002167,Gaggenau Bf
8002168,Gaildorf West
8002171,Gaimersheim
8002173,Gaißach
8002175,Galgenschanze
8002177,Gamburg(Tauber)
8002179,Ganderkesee
8002180,Garbeck
8002182,Garbenteich
8002184,Garching(Alz)
8002185,Garding
8002187,Garmisch-Partenkirchen
8002188,Garmisch-Partenkirchen Hausberg
8002189,Gars(Inn)
8002191,Gau Bickelheim
8002195,Gaubüttelbrunn
8002197,Gausbach
8002198,Gauting
8002200,Geisingen-Aulfingen
8002203,Geeste
8002204,Geisingen-Hausen
8002205,Geigant
8002206,Geilenkirchen
8002207,Geilhausen
8002209,Geiselhöring
8002210,Geisenbrunn
8002211,Geisenhausen
8002212,Geisenheim
8002213,Geisingen-Kirchen
8002214,Geisingen
8002215,Geisingen-Leipferdingen
8002217,Geislingen(Steige)West
8002218,Geislingen(Steige)
8002220,Geitau
8002222,Geldern
8002223,Gelsenkirchen Zoo
8002224,Gelsenkirchen-Buer Nord
8002225,Gelsenkirchen-Buer Süd
8002226,Gelsenkirchen-Hassel
8002227,Gelsenkirchen-Rotthausen
8002228,Gemmingen
8002233,Genderkingen
8002234,Gendorf
8002235,Gengenbach
8002236,Felsberg-Gensungen
8002237,Georgensgmünd
8002238,Gennweiler
8002239,Germersheim Mitte/Rhein
8002240,Geradstetten
8002241,Germersheim Süd/Nolte
8002242,Gerhausen
8002243,Gerlachsheim
8002244,Gerlenhofen
8002247,Gernlinden
8002248,Gernsbach Bf
8002249,Gernsheim
8002250,Gernsbach Mitte
8002251,Geroldshausen
8002254,Gersfeld(Rhön)
8002256,Gersthofen
8002259,Gertenbach
8002262,Geseke
8002263,Gessertshausen
8002265,Gettenau-Bingenheim
8002266,Gettorf
8002267,Gevelsberg Hbf
8002268,Gevelsberg West
8002269,Gießen Oswaldsgarten
8002272,Giengen(Brenz)
8002274,Gifhorn Stadt
8002275,Gilching-Argelsried
8002278,Gingen(Fils)
8002280,Girod
8002281,Gittelde
8002283,Gladbeck Ost
8002284,Gladbeck-Zweckel
8002286,Glan-Münchweiler
8002287,Glanzstoffwerke
8002288,Glauburg-Glauberg
8002290,Glesch
8002293,Glückstadt
8002296,Goch
8002299,Godelheim
8002300,Godramstein
8002301,Göbelnrod
8002304,Göhrde
8002306,Gölshausen Industriegebiet
8002307,Gölshausen
8002312,Görschnitz
8002315,Dreieich-Götzenhain
8002320,Goldenstedt(Oldb)
8002321,Goldhausen
8002326,Gondelsheim(Baden)
8002329,Gosberg
8002332,Goßfelden
8002333,Goßmannsdorf
8002334,Gottenheim
8002335,Gotteszell
8002337,Gottmadingen
8002339,Gräfelfing
8002340,Gräfenberg
8002341,Gräfendorf
8002342,Gräveneck
8002343,Grafenaschau
8002344,Grafenau
8002345,Graben-Neudorf Nord
8002347,Grafing Bahnhof
8002348,Grafing Stadt
8002351,Grafrath
8002358,Grebenstein
8002365,Grenzach
8002369,Greven
8002370,Lennestadt-Grevenbrück
8002373,Grießen(Baden)
8002374,Edermünde-Grifte
8002377,Gröbenzell
8002378,Bad Grönenbach
8002380,Grombach
8002382,Bad Vilbel-Gronau
8002383,Gronsdorf
8002386,Groß Gerau-Dornberg
8002388,Groß Karben
8002389,Frechen-Königsdorf
8002391,Groß Rohrheim
8002393,Groß-Umstadt Mitte
8002399,Großarmschlag
8002400,Großauheim(Kr Hanau)
8002402,Großbüllesheim
8002403,Großburgwedel
8002405,Groß Düngen
8002409,Großen Buseck
8002410,Großen Linden
8002411,Großenbrode
8002412,Großenkneten
8002413,Großenlüder
8002416,Großgeschaidt
8002420,Großhelfendorf
8002422,Großhesselohe Isartalbf
8002424,Großkarolinenfeld
8002425,Großkrotzenburg
8002430,Heddesheim/Hirschberg
8002432,Großwalbur
8002434,Grub am Forst
8002435,Grub(Oberbay)
8002436,Grub(Oberpf)
8002439,Grünberg(Oberhess)
8002441,Grünebach Ort
8002442,Grünebacherhütte
8002444,Grünstadt Nord
8002447,Grünsfeld
8002448,Grunbach
8002454,Koblenz-Güls
8002457,Gündlkofen
8002458,Günzach
8002461,Gütersloh Hbf
8002462,Gummersbach
8002465,Gundelfingen(Breisgau)
8002466,Gundelfingen(Bay)
8002467,Gundelsdorf
8002468,Gundelshausen
8002470,Gundelsheim(Neckar)
8002473,Gundersheim(Rheinhess)
8002474,Guntersblum
8002477,Gustorf
8002478,Gutach(Breisgau)
8002484,Guxhagen
8002489,Lörrach-Haagen/Messe
8002490,Haan
8002491,Haar
8002494,Hachenburg
8002495,Hadamar
8002498,Hähnlein-Alsbach
8002499,Hämelerwald
8002501,Häuserhof
8002504,Haffkrug
8002506,Hagelstadt
8002507,Hagen(Han)
8002509,Gevelsberg-Kipp
8002512,Hagen-Heubing
8002514,Hagen-Oberhagen
8002515,Hagenbach
8002517,Hagenbüchach
8002520,Feucht-Moosbach
8002523,Haidenaab-Göppmannsbühl
8002524,Haiger Obertor
8002526,Hailer-Meerholz
8002528,Rodgau-Hainhausen
8002529,Hainstadt(Baden)
8002531,Hainburg Hainstadt
8002532,Haitz-Höchst
8002533,Halbmeil
8002534,Hallbergmoos
8002536,Haldern(Rheinl)
8002537,Halen
8002539,Halle(Westf)
8002542,Hallstadt(b Bamberg)
8002545,Halstenbek
8002546,Haltingen
8002547,Hamburg Airport
8002548,Hamburg Dammtor
8002549,Hamburg Hbf
8002550,Hamburg Holstenstraße
8002553,Hamburg-Altona
8002554,Hamburg-Bergedorf
8002555,Hamburg-Eidelstedt
8002556,Hamburg-Fischbek
8002557,Hamburg-Neugraben
8002558,Hamburg-Rahlstedt
8002559,Hamburg-Stellingen
8002560,Hamburg-Wandsbek
8002561,Hamburg-Wilhelmsburg
8002565,Hammah
8002567,Hammelburg
8002568,Hammelburg Ost
8002570,Hammerau
8002571,Hamminkeln
8002572,Hanau Nord
8002573,Hanau West
8002574,Hanau-Wilhelmsbad
8002575,Handeloh
8002578,Happurg
8002580,Hannover Bismarckstr.
8002581,Hannover-Bornum
8002584,Hannover-Kleefeld
8002585,Hannover-Leinhausen
8002586,Hannover-Linden/Fischerhof
8002587,Hanweiler(Gr)
8002589,Hannover Flughafen
8002592,Harblek
8002593,Harburg(Schwab)
8002594,Hardegsen
8002596,Hardhof
8002598,Haren(Ems)
8002600,Harlesiel
8002605,Harsdorf
8002607,Harsum
8002609,Hartershofen
8002610,Harthaus
8002612,Hartmannshof
8002615,Hasbergen
8002621,Haslach
8002622,Hasloch(Main)
8002623,Haspelmoor
8002625,Hassel(Saar)
8002627,Hasselborn
8002628,Hamburg Hasselbrook
8002630,Haßfurt
8002632,Haßloch(Pfalz)
8002633,Haßmersheim
8002634,Haste
8002635,Hattenheim
8002637,Hattersheim(Main)
8002638,Hattert
8002639,Hattingen(Ruhr)
8002640,Hattingen(R) Mitte
8002641,Hattorf
8002643,Hatzenport
8002648,Hauenstein Mitte
8002649,Hauenstein(Pfalz)
8002651,Haupeltshofen
8002655,Hauptstuhl
8002656,Hausen i Tal
8002664,Hausen(Schwab)
8002666,Hausen-Raitbach
8002667,Hausham
8002670,Havixbeck
8002671,Hebertsfelden
8002673,Hechingen
8002674,Hechthausen
8002675,Heckershausen
8002677,Hedemünden
8002678,Hedersdorf
8002680,Heessen
8002681,Heidelberg-Weststadt/Südstadt
8002682,Heggen
8002683,Hegne
8002684,Heidelberg Orthopädie
8002685,Heidelberg-Altstadt
8002686,Heidelberg-Kirchheim/Rohrbach
8002687,Heidelberg-Pfaffengrund/Wieblingen
8002688,Heidelsheim
8002689,Heidenheim
8002690,Heidenheim-Mergelstetten
8002691,Heidenheim-Schnaitheim
8002692,Heidesheim(Rheinh)
8002694,Heidkrug
8002695,Schortens-Heidmühle
8002696,Heigenbrücken
8002699,Heilbronn Sülmertor
8002700,Heilbronn Trappensee
8002703,Heiligenstatt(Obb)
8002704,Heiligenstein(Pfalz)
8002705,Heilsbronn
8002707,Heimbach(Nahe)
8002710,Heimenkirch
8002711,Heimersheim
8002715,Heimstetten
8002716,Heinebach
8002724,Heinzenhausen
8002727,Heitersheim
8002733,Helmbrechts
8002734,Helmsheim
8002737,Helpup
8002745,Hemmerde
8002746,Hemmersdorf(Saar)
8002748,Hemsbach
8002751,Henfenfeld
8002753,Hennef(Sieg)
8002754,Hennen
8002757,Heppenheim(Bergstr)
8002760,Herbertingen Ort
8002761,Herbertshofen
8002762,Herblingen
8002763,Herbolzheim(Breisg)
8002764,Herbolzheim(Jagst)
8002766,Herbrechtingen
8002768,Herchen
8002769,Herdecke
8002770,Herdorf
8002773,Hergershausen
8002776,Hermaringen
8002779,Herne-Börnig
8002782,Heroldsberg
8002783,Heroldsberg Nord
8002784,Herrath
8002785,Herrenberg
8002786,Herrenberg Zwerchweg
8002789,Herrlingen
8002792,Herrsching
8002793,Hersbruck(l Pegnitz)
8002794,Hersbruck(r Pegnitz)
8002797,Herten(Baden)
8002798,Herxheim am Berg
8002800,Herzberg Schloß
8002801,Herzebrock
8002804,Herzogenrath-Alt-Merkstein
8002806,Herzogenrath
8002808,Heselbach
8002810,Hesseln
8002812,Hessisch Oldendorf
8002813,Höchst Hetschbach
8002814,Hettenhausen
8002815,Beerfelden Hetzbach
8002816,Herzogenrath-August-Schmidt-Platz
8002817,Hetzerath
8002820,Heufeld
8002821,Heufeldmühle
8002822,Heusenstamm
8002824,Hiddenhausen-Schweicheln
8002826,Hilchenbach
8002827,Hildbrandsgrün
8002828,Hilden Süd
8002830,Hildesheim Ost
8002835,Hillnhütten
8002837,Hilpertsau
8002838,Hilpoltstein
8002839,Hilter
8002841,Münster-Hiltrup
8002843,Himmelpforten
8002844,Himmelreich
8002845,Himmelstadt
8002847,Hinterweidenthal
8002848,Hinterzarten
8002852,Hirsau
8002853,Hirschaid
8002856,Hirschfelden
8002857,Hirschhorn(Neckar)
8002858,Hirschhorn(Pfalz)
8002861,Boppard-Hirzenach
8002864,Hittfeld
8002865,Hitzacker
8002868,Hochdahl
8002869,Hochdahl-Millrath
8002871,Hochhausen(Tauber)
8002872,Hochheim(Main)
8002873,Hamburg Hochkamp
8002875,Hochspeyer
8002877,Maintal Ost
8002878,Hochstadt-Marktzeuln
8002879,Hochstätten(Pfalz)
8002880,Hochstetten(Nahe)
8002881,Hochwang
8002883,Hockenheim
8002884,Hodenhagen
8002886,Altenstadt-Höchst
8002888,Höchstädt(Donau)
8002891,Höfen(Enz) Bf
8002892,Höfingen
8002894,Höhenkirchen-Siegertsbrunn
8002895,Höhmühlbach
8002898,Höllenthal
8002899,Höllriegelskreuth
8002903,Wildeck-Hönebach
8002908,Höpfling
8002910,Hörden
8002912,Hörlkofen
8002914,Hörpolding
8002915,Hörstel
8002916,Hörstmar(Lippe)
8002918,Hösbach
8002919,Hösel
8002920,Hövelhof
8002921,Hövelriege
8002923,Höxter Rathaus
8002924,Hof Hbf
8002927,Hof-Neuhof
8002929,Hofeld
8002930,Hofen(b Aalen)
8002931,Hoffenheim
8002932,Hoffnungsthal
8002933,Hofgeismar
8002934,Hofheim (Ried)
8002935,Hofheim(Taunus)
8002939,Hohegrete
8002940,Hohenbrunn
8002941,Hohenbudberg Bayerwerk
8002944,Hoheneggelsen
8002946,Hamburg Hoheneichen
8002953,Hohenlimburg
8002954,Hohenpeißenberg
8002955,Hohenschäftlarn
8002956,Hohenstadt(Mittelfr)
8002958,Hohensülzen
8002962,Holdorf(Oldb)
8002967,Holm-Seppensen
8002969,Holtensen/Linderte
8002972,Rosendahl-Holtwick
8002976,Holzhausen(Kr Siegen)
8002978,Holzhausen-Heddinghausen
8002979,Holzheim(b Neuss)
8002980,Holzkirchen
8002988,Honrath
8002992,Hoppecke
8002994,Hoppingen
8002995,Hoppstädten(Nahe)
8003000,Horn-Bad Meinberg
8003001,Hornberg(Schwarzw)
8003002,Horneburg
8003003,Horst(Holst)
8003008,Hoykenkamp
8003010,Hubacker
8003014,Hüfingen Mitte
8003015,Hofgeismar-Hümme
8003016,Hünfeld
8003018,Siegen-Geisweid
8003020,Siegen-Weidenau
8003021,Hüttingen
8003022,Hulb
8003023,Hufschlag
8003024,Huglfing
8003025,Hugstetten
8003030,Huntlosen
8003032,Husby
8003033,Huttenheim
8003034,Huzenbach
8003035,Ibach
8003036,Ibbenbüren
8003038,Ichenhausen
8003039,Icking
8003040,Idar-Oberstein
8003041,Idstein(Taunus)
8003042,Igel
8003044,Igensdorf
8003045,Igersheim
8003052,Ihringen
8003053,Fuldatal-Ihringshausen
8003057,Illertissen
8003058,Illesheim
8003059,Illingen(Saar)
8003060,Illingen(Württ)
8003061,Immendingen Mitte
8003062,Immenhausen
8003063,Immenreuth
8003064,Immensen-Arpke
8003065,Immenstadt
8003066,Immendingen Zimmern
8003070,Imsweiler
8003072,Markt Indersdorf
8003073,Ingelbach
8003075,Ingelheim
8003076,Ingolstadt Nord
8003079,Inningen
8003080,Insheim
8003081,Iphofen
8003083,Ipsheim
8003086,Irrenlohe
8003088,Hamburg-Iserbrook
8003090,Iserlohnerheide
8003091,Isernhagen
8003092,Ismaning
8003094,Ispringen
8003096,Isselhorst-Avenwedde
8003098,Istein
8003100,Ittling
8003101,Ittlingen
8003102,Itzehoe
8003103,Itzelberg
8003104,Iversheim
8003106,Jägerhaus
8003108,Jägersfreude
8003111,Jagstzell
8003122,Jettenbach
8003123,Jettingen
8003124,Jever
8003125,Jockgrim Bf
8003127,Jöhlingen
8003129,Jossa
8003130,Jüchen
8003131,Rodgau-Jügesheim
8003135,Jünkerath
8003136,Julbach
8003137,Hamburg Jungfernstieg
8003141,Kaarster Bahnhof
8003143,Kahl(Main)
8003144,Hesseneck Kailbach
8003146,Kainzenbad
8003148,Kaisersesch
8003150,Kaiserslautern Pfaffwerk
8003151,Kaiserslautern West
8003154,Kalchreuth
8003155,Venlo(Gr)
8003158,Kall
8003160,Hürth-Kalscheuren
8003165,Langenhagen-Kaltenweide
8003166,Kalthof(Kr Iserlohn)
8003168,Kamen
8003169,Kamen-Methler
8003170,Kamp-Bornhofen
8003172,Kandel
8003173,Kanzem
8003174,Kapellen-Wevelinghoven
8003175,Kapellen-Drusweiler
8003179,Treis-Karden
8003181,Karlsdorf
8003182,Bad Karlshafen
8003183,Karlsruhe West
8003184,Karlsruhe-Durlach
8003185,Karlsruhe-Hagsfeld
8003186,Karlsruhe-Knielingen
8003187,Karlsruhe-Mühlburg
8003189,Karlstadt(Main)
8003191,Karpfham
8003196,Kassel-Harleshausen
8003197,Kassel-Jungfernkopf
8003198,Kassel-Kirchditmold
8003199,Kassel-Oberzwehren
8003200,Kassel-Wilhelmshöhe
8003205,Kastl(Oberbay)
8003207,Katharinenheerd
8003208,Kating
8003209,Katlenburg
8003211,Kattenes
8003212,Kattenvenne
8003213,Katzenfurt
8003214,Katzwang
8003215,Katzweiler
8003216,Kaub
8003218,Kehl
8003220,Kehlen
8003222,Keitum
8003227,Kellmünz
8003228,Kelsterbach
8003229,Kemnath-Neustadt
8003230,Kempten(Allgäu)Ost
8003232,Kennelgarten
8003233,Kenzingen
8003235,Kerkerbach
8003238,Kersbach
8003241,Kestert
8003245,Kettwig Stausee
8003247,Kevelaer
8003248,Kiebingen
8003249,Kiefersfelden
8003252,Kierberg
8003255,Schöneck-Kilianstädten
8003256,Kinding(Altmühltal)
8003257,Kindsbach
8003262,Kirch Göns
8003263,Kirchanschöring
8003266,Kirchberg(Murr)
8003267,Kirchdorf(Deister)
8003268,Kirchehrenbach
8003270,Kirchenlamitz Ost
8003272,Kirchentellinsfurt
8003275,Kirchhalling
8003278,Kirchheim(Neckar)
8003280,Kirchheim(Teck)
8003282,Kirchheim(Teck)-Ötlingen
8003283,Kirchheim(Teck)Süd
